Reward
-476.07234939276486
-268.3277530378423
-440.05636089197156
-301.9487734633468
-1077.2048169009126
-485.0917581508072
-392.7459396742791
-1000.7509387751182
-480.3277739979149
-527.9668880436845
-625.9369029155828
-486.30867133084325
-563.1109331613468
-445.9662533402831
-486.1091284662782
-699.2201383162671
-700.4360006369029
-540.7123671063995
-368.0428624062036
-488.7513539705435
-604.7061350378806
-2437.0741079240447
-448.37914232177116
-1670.82623654533
-830.3955548627513
-323.1093420528835
-475.5647937968758
-550.8213305564668
-826.6868126915691
-543.7201089400241
-574.8248364587334
-565.4516854336223
-352.7976229025333
-486.08450932868794
-771.1169210107608
-355.8349287534273
-751.2941001298959
-522.4185549913848
-547.7093562547499
-525.7655496534619
-445.7269417112427
-751.1431774905759
-670.8755959604465
-472.5504650369439
-1642.3299095870602
-478.6190977855928
-787.3223809124788
-578.6574703375776
-768.3701512954447
-552.8275506833354
-747.1461078936088
-478.8681732765126
-438.40965803836656
-190.3580078029358
-613.7316005441194
-401.6449285828504
-400.8064670779282
-1.527025682365874
-121.08302464174321
-94.12879529729554
-145.4846631321745
-171.9245448780332
-540.728137949873
-493.50053570858444
-875.6388827575341
-498.6080586572779
-403.82244926986294
-621.2548742888802
-112.14527570517147
-506.97443066382
-204.597252181214
-118.72144333003499
-193.25591993829346
-277.21085716899097
-176.62385085015998
-318.82569717508807
-503.5564271718355
-482.64636424494324
-455.6372631777433
-415.3633978098413
-278.7294881089143
-479.1945999448414
-741.1245907812297
