Reward
-39.0916748543599
-486.6102424183225
-210.48445376929212
-589.5969574396197
-395.5596750306049
-563.7058813041482
-329.0212590583494
-486.8870528388374
-758.4876132140666
-873.9873213000584
-607.9936167214473
-755.4602748693951
-484.77424765946455
-842.1399512678703
-519.3216832212224
-737.2073919947136
-745.0643030040794
-546.8860797990985
-817.4031858248671
-766.5898143052715
-731.7906082019836
-718.1657957322584
-542.9268146329241
-683.9973333559082
-527.3201478364244
-425.75519807393596
-639.9804012828276
-518.7118630788997
-656.0962655215186
-684.487727309365
-929.0982409180017
-812.2766071619004
-518.6771107415125
-736.4316514437824
-874.9486296903599
-1006.2438343866608
-768.9193918747306
-869.7018627685648
-880.2917701075036
-1043.8624803003318
-918.4718272527699
-560.2955653943658
-875.3352509622782
-803.298401429155
-546.6449248974411
-742.5479627191494
-694.8938310466901
-1067.70254077853
-711.593943727965
-632.6665798113446
-696.5225787579055
-1056.2445428200522
-879.6406065703161
-816.8240777688891
-890.9595976393194
-599.2064492494833
-634.5188171244911
-939.5011119905644
-1232.2735183550153
-663.475703505441
-519.4597851449316
-478.26252960591415
-532.7366392911292
-620.5952831010804
-627.5816740902923
-122.1985848472311
-148.10517323079026
-881.0660231943867
-638.8404749481144
-311.18016057035857
-146.4317288714001
-172.1949252656575
-189.51246752358844
-147.57463484851343
-182.23616339390696
-159.96583139505154
-162.54548837164018
-159.1652811635182
-241.14782897690367
-185.79991035415998
-155.9049102898728
-228.37659682931914
-237.66601460741248
-37.29917450509049
-134.85012604375748
-292.972319496312
-159.5841464223257
-156.54330391938774
-143.7200809439931
-24.855478645816163
-132.01150903706895
-259.14199658898224
-4.410912668605903
-190.92600821466735
-310.7479350177439
-415.48222415517597
-342.0907731203321
-312.1880127265174
-173.82110951905338
-187.92881819379394
-398.68759293937137
-414.4659979056098
-281.64978293996535
-410.78420359986325
-414.5353803220942
-218.84910723524462
-171.40660362611317
-226.95070294384334
-210.55447907036145
-118.60855414731243
-225.31123181512731
-7.469225906353458
-112.50553224014304
-395.8487924582695
-99.77449274494988
-469.0764383622154
-418.2523523199401
-225.231404950792
-229.58460715561395
-198.0064838581842
-507.3265827006492
-517.8578942626698
-867.674125952868
-227.69732414709614
-537.6882236578886
-647.2090567314162
-613.6217832595104
-791.7126167486852
-417.5730829169804
-653.1261980800042
-565.843099384439
-628.4844014396127
-543.4463163373081
-318.55092625346003
-647.1701069846205
-509.3310111789158
-281.6914431993805
-305.3879973781354
-497.8713223910448
-473.82536503048476
-382.4235338448596
-313.79791659966435
-429.59047227328347
-214.68495370775292
-244.94331625449468
-314.2260810434277
-337.15903715038394
-304.81102411877146
-455.18310936328123
-378.96446484462984
-359.5460292187105
-311.1670723595387
-350.51127296032405
-228.16981934813361
-322.3544648629201
-289.50502106985965
-295.0951733133197
-399.31311797153177
-251.65874550320103
-344.9213080493716
-261.98050235638857
-192.39757958786475
-170.62571784066523
-292.1004260085906
-211.9341668099666
-138.6108388056232
-157.05564983308687
-15.166528273969005
-151.50310703120664
-128.60196913319078
-63.94650653615984
-188.04431076380686
-181.65272510251373
-173.12639418272332
-187.68510647123344
-154.87796290055036
-194.2588835942131
-163.55664168461072
-139.15687183080172
-216.79255291112764
-218.50708112658037
-28.74419604799349
-46.80412940120757
-153.43309097847637
-134.19047150920284
-76.41290947505388
-179.49512686263404
-183.26493300140265
-148.13972693837272
-172.4026219495774
-114.05777100723054
-299.2515583170294
-184.86176921195525
-204.46385697210138
-87.39749021180577
-64.61198394266907
-185.400255805386
-35.12096077543502
-166.67263404510413
-135.46592077068402
-97.28652903425638
-172.20650392043552
-286.20941386862154
-287.06980587030864
-203.95394795914956
-88.95715242114447
-135.63234360307263
-267.80348772852653
-137.82563236870004
-51.05985928879212
-291.36531121052656
-227.91216625952285
-105.23802268120292
-107.88664410350476
-184.3447418028793
-134.01212964550643
-259.90895985362454
-218.486576518993
-174.4499716947683
-63.97731478242831
-317.5872616444534
-312.83548782373043
-293.428130593159
-138.4942158689655
-209.5175100701842
-230.4522645109579
-191.05487946725637
-173.93590433524767
-269.2761687108108
-203.47310161474923
-302.94296361710957
-73.33214970705319
-223.36456527868856
-170.73684711358456
-152.60198974848782
-162.287227642763
-267.70960842190425
-44.96188934590513
-159.0880956072933
-204.02504893476052
-50.09685719411115
-55.15430937591309
-225.76972294222372
-173.55842061481934
-230.3996692480445
-138.8379579208177
-240.82395164074762
-82.42550946983066
-165.39972292730454
-76.35672464245643
-49.706889597460304
-163.27317660405794
-213.85243074467206
-129.6588839544702
-203.88346025349466
-153.77711722228594
-119.41830778465035
-182.27067596376543
-32.459977318318344
-316.92566776825254
-21.610152625668945
-22.890354399481495
-111.91835958049285
-106.87207815971946
-73.93705591874686
-292.8444887163957
-73.56612592185166
-97.29870885159202
-155.3475928698274
-137.68903320104766
-61.32463271141624
-247.9380375340241
-83.90008542415546
-203.01443613548236
-68.1689638734492
-230.4850030002591
-136.4512439016338
-103.87749411836916
-181.43102432442862
-226.4485543935221
-92.86007005990157
-162.15268751437128
-170.8068730509651
-144.59316138335276
-46.405976802584114
-94.73127375683768
-38.38189205573235
-90.20624895506555
-101.42944649325635
-86.00152847599814
-84.50032345489076
-120.61038126449763
-9.090905519011235
-41.90369570551572
-48.72092263432245
-89.26364017419345
-13.091692743755198
-28.249280343358294
-113.88897650571526
-61.65599982848647
-81.76627262146778
-71.13642728348232
-92.15309084249606
-56.08506894082575
5.572288915314665
-34.692486047553665
-46.07625194992559
-28.374422592533232
-11.683266112749932
12.049092807841328
-49.32268645385656
-19.040550177100783
-47.72262697694342
10.690798400812307
-1.7528407158060473
-9.468594837125748
-8.853922114573793
-65.2193706926528
-45.90549348055062
-13.834812126620461
-31.833985654658434
-43.387656868310486
-8.421678496311015
2.332792808473129
-25.992130924415015
-45.32693754940932
-23.568293553316522
-25.84354618284248
-21.48851336014386
-54.15577676139033
-52.85378342660398
-15.832783061452844
-54.48936409731751
-58.60660440523455
-8.11227555416699
-83.53725661970877
-57.43709800740713
-11.082619299433308
-51.28897898362248
-6.187106912231668
-27.634514274798416
-60.317848685666775
-22.419671047778223
-15.640183624793966
-13.778876807093916
36.0204241855912
-55.21060657693336
-28.729183539421843
-23.493915474728695
-40.54396829090999
-18.037064182609203
-29.470413321968955
-8.331607920140446
-40.565419990086
-49.47549034238916
-24.580892812735904
11.244864689422835
-27.046019588715225
24.360958411786363
-39.75930135409111
-27.912067285462783
-29.353667094286294
-6.602192969967158
-40.92042302884905
10.70065509770125
-46.549972371467994
-9.326883188492394
-17.62154213555206
-21.879142613064417
-47.87530144318263
-12.451328770185288
-6.2126057005899815
-16.883004923314434
15.585284841878632
-38.07531063176888
-17.611335344489188
-45.08293564785177
-30.371475100426014
-19.07402993062702
-23.650424592764125
11.529703963478855
-27.08012443576295
5.815843588892524
-12.847225031758132
-34.675562230686864
-1.1635268639647958
4.929086866236298
0.6871736356693972
15.443430989315072
-18.185524217458813
-18.94399709200936
-61.38669045395815
6.808968153081561
-14.725829138674207
-38.82170541163517
-14.021229287524516
-55.38555272747614
-35.14952413987608
-8.10347993422739
-28.439276109492447
8.475398671649854
-111.95635882135284
-23.735385745795124
6.192470181743868
6.270321479801735
2.697229717647299
-7.133435359691899
-27.014294056099974
-32.61737315721331
-49.60722418431495
23.734521809550483
26.292887026698324
-43.104156337435676
-8.910746346642156
-53.338316937949294
-48.447805516442266
24.615680458300325
-60.1303151673123
-33.7838565374676
1.2568558708831006
-34.64989007833766
-12.033704664486295
-32.714334071436156
-65.19000915752527
-30.805142329731968
-35.31346261969433
-33.56457846210518
1.403784058387259
-14.959878983587018
-7.968593738105771
-32.711535394744644
-17.04957509641422
-5.525051148309842
37.00124044960216
-55.55106311884066
-178.15330388883675
28.32085133711259
-16.92244242775031
-80.19844423086856
-35.021654480952584
-72.2843026021037
4.117907030244042
-53.549010432879555
3.3899467179285496
-30.846971796191198
-12.96421932864392
-52.208206389390874
-12.666555103617629
-61.479982278163796
-50.48193022691346
-39.29849161147612
-11.637340753500794
-46.57348239880104
-77.52299399361479
-57.55212309042343
-45.487018443376535
-31.286324621581294
-80.05460347742086
-54.16414570686262
-34.240314376731625
-38.682022945344194
1.2131021406860794
-21.275763652011715
-1.4534649439941094
20.407236329162437
-35.882001419810294
32.23662188523254
-18.711668612956
-36.2831390805039
-50.21300577133458
20.37099846760217
-92.74590978937037
1.7994999691987361
-69.3891866199756
-64.71059137227073
-59.4189702287196
-61.58233821072703
-40.86228690445549
-20.08791860752254
-8.337180664984455
-16.362659434661566
-7.543980102498928
-19.23656087764212
-18.576120456733435
-35.23870226741185
-14.873777158389881
20.74327433614839
-56.702813121845594
-7.583734591256601
29.114110367602905
-41.565657077132734
-11.373887053182505
-36.32146350855206
-37.98874583241626
-28.597044781579577
-33.298185015617555
-35.17955559530288
-30.059629648815644
-461.3089369944613
-47.832808255637964
-49.78631791065222
-28.986127868500912
-44.051507824563295
31.255392572186448
-16.912588550364397
22.93538923292484
-53.80809215935611
14.385780067647302
10.98478093889253
-22.41800557414811
